plate_number,fir_case_number,crime_type,alert_active,alert_priority
KA-41-KA-8575,KAR/BID/2024/0551,chain_snatching,True,medium
KA-51-B-9379,KAR/BEN/2024/0554,robbery,True,medium
KA-31-M-4333,KAR/HUB/2024/0555,vehicle_theft,True,medium
KA-44-M-9208,KAR/RAI/2024/0557,vehicle_theft,False,medium
KA-20-KB-9548,KAR/VIJ/2024/0562,chain_snatching,True,medium
KA-11-KA-8202,KAR/TUM/2024/0564,robbery,True,medium
KA-02-M-3746,KAR/HUB/2024/0568,robbery,True,medium
KA-12-KA-9692,KAR/BEN/2024/0569,chain_snatching,True,medium
KA-26-A-1137,KAR/HAS/2024/0571,robbery,True,medium
KA-45-KA-8618,KAR/BEN/2024/0573,vehicle_theft,True,medium
KA-19-N-9700,KAR/BEL/2024/0578,robbery,True,medium
KA-01-KB-5869,KAR/RAI/2024/0580,vehicle_theft,True,medium
KA-06-M-1147,KAR/KAL/2024/0581,chain_snatching,True,medium
KA-22-A-8140,KAR/UDU/2024/0584,vehicle_theft,True,medium
KA-34-M-8978,KAR/BEN/2024/0585,vehicle_theft,True,medium
KA-19-N-2433,KAR/BEN/2024/0587,vehicle_theft,True,medium
KA-36-P-4897,KAR/BEN/2024/0589,vehicle_theft,True,medium
KA-19-A-2947,KAR/KAL/2024/0590,chain_snatching,True,medium
KA-03-KA-4109,KAR/BAL/2024/0595,vehicle_theft,True,medium
KA-10-N-5365,KAR/KAL/2024/0596,chain_snatching,True,medium
KA-27-KA-4119,KAR/BEN/2024/0597,robbery,True,medium
KA-25-P-5821,KAR/VIJ/2024/0600,chain_snatching,False,medium
KA-04-M-4452,KAR/BEN/2024/0603,robbery,False,medium
KA-16-KB-1524,KAR/TUM/2024/0605,robbery,True,medium
KA-47-B-7610,KAR/BAL/2024/0607,vehicle_theft,True,medium
KA-19-P-6920,KAR/BEN/2024/0608,robbery,False,medium
KA-36-KA-1447,KAR/BEN/2024/0609,vehicle_theft,True,medium
KA-43-P-2944,KAR/KAL/2024/0610,vehicle_theft,True,medium
KA-44-A-1459,KAR/VIJ/2024/0612,vehicle_theft,True,medium
KA-16-M-4561,KAR/BEN/2024/0618,chain_snatching,False,medium
KA-08-N-1934,KAR/BEN/2024/0620,chain_snatching,False,medium
KA-34-B-3110,KAR/BEL/2024/0625,chain_snatching,True,medium
KA-50-M-7552,KAR/BEN/2024/0626,vehicle_theft,True,medium
KA-47-M-2070,KAR/BEN/2024/0627,chain_snatching,True,medium
KA-45-P-9365,KAR/BEN/2024/0633,vehicle_theft,False,medium
KA-44-P-2348,KAR/HAS/2024/0639,vehicle_theft,True,medium
KA-24-B-1135,KAR/BEN/2024/0640,robbery,True,medium
KA-03-N-2566,KAR/SHI/2024/0641,robbery,False,medium
KA-38-P-6363,KAR/MYS/2024/0642,chain_snatching,True,medium
KA-40-M-6140,KAR/MAN/2024/0647,vehicle_theft,False,medium
KA-20-B-3639,KAR/TUM/2024/0649,robbery,True,medium
KA-43-KA-7525,KAR/RAI/2024/0651,vehicle_theft,True,medium
KA-40-P-5078,KAR/BEN/2024/0652,chain_snatching,True,medium
KA-49-P-5341,KAR/KAL/2024/0654,vehicle_theft,True,medium
KA-29-KA-1401,KAR/VIJ/2024/0656,vehicle_theft,True,medium
KA-31-B-5498,KAR/BEN/2024/0659,vehicle_theft,True,medium
KA-39-KB-5489,KAR/BEN/2024/0671,vehicle_theft,True,medium
KA-40-M-2999,KAR/BAL/2024/0672,vehicle_theft,False,medium
KA-44-A-4128,KAR/TUM/2024/0673,chain_snatching,False,medium
KA-51-M-9094,KAR/BEN/2024/0676,chain_snatching,False,medium
KA-14-B-5818,KAR/BEN/2024/0677,robbery,True,medium
KA-37-KA-9145,KAR/CHI/2024/0678,vehicle_theft,True,medium
KA-17-B-7882,KAR/DAV/2024/0679,vehicle_theft,True,medium
KA-28-KA-3705,KAR/BAL/2024/0682,vehicle_theft,False,medium
KA-39-B-7752,KAR/VIJ/2024/0685,chain_snatching,True,medium
KA-20-KA-1956,KAR/HUB/2024/0686,chain_snatching,True,medium
KA-28-N-3686,KAR/BEN/2024/0689,vehicle_theft,False,medium
KA-12-KB-1206,KAR/MAN/2024/0691,robbery,True,medium
KA-18-A-3475,KAR/KOL/2024/0692,robbery,True,medium
KA-19-KB-6875,KAR/BAL/2024/0694,vehicle_theft,True,medium
KA-04-P-9309,KAR/BID/2024/0700,robbery,True,medium
KA-30-N-3109,KAR/TUM/2024/0704,chain_snatching,True,medium
KA-55-A-2507,KAR/SHI/2024/0706,chain_snatching,True,medium
KA-17-A-7000,KAR/BEN/2024/0707,vehicle_theft,True,medium
KA-26-KA-6485,KAR/CHI/2024/0709,robbery,False,medium
KA-52-N-4868,KAR/RAI/2024/0712,chain_snatching,True,medium
KA-40-N-4719,KAR/DAV/2024/0714,vehicle_theft,True,medium
KA-30-A-1292,KAR/BEN/2024/0718,vehicle_theft,True,medium
KA-13-KB-6354,KAR/BEN/2024/0719,vehicle_theft,True,medium
KA-54-P-1525,KAR/BID/2024/0725,chain_snatching,True,medium
KA-39-KB-3077,KAR/VIJ/2024/0727,robbery,True,medium
KA-02-N-9485,KAR/BEN/2024/0728,vehicle_theft,False,medium
KA-48-KA-2420,KAR/BEN/2024/0729,chain_snatching,False,medium
KA-20-N-4452,KAR/BEN/2024/0730,chain_snatching,True,medium
KA-37-P-8069,KAR/CHI/2024/0731,robbery,True,medium
KA-05-B-1019,KAR/HAS/2024/0732,chain_snatching,True,medium
KA-49-P-7958,KAR/BEN/2024/0734,chain_snatching,True,medium
KA-16-P-4548,KAR/VIJ/2024/0735,chain_snatching,True,medium
KA-20-N-1921,KAR/KOL/2024/0737,robbery,True,medium
KA-54-M-7112,KAR/BEN/2024/0738,chain_snatching,True,medium
KA-53-M-6171,KAR/BEN/2024/0739,vehicle_theft,True,medium
KA-39-KB-4983,KAR/BEN/2024/0740,vehicle_theft,True,medium
KA-03-B-6853,KAR/BEL/2024/0743,chain_snatching,True,medium
KA-20-N-8332,KAR/BEN/2024/0745,vehicle_theft,False,medium
KA-32-A-9714,KAR/KAL/2024/0746,vehicle_theft,True,medium
KA-29-KA-8560,KAR/BEN/2024/0747,vehicle_theft,True,medium
KA-48-A-1271,KAR/CHI/2024/0752,robbery,True,medium
KA-05-N-5975,KAR/BEN/2024/0754,vehicle_theft,False,medium
KA-13-N-3881,KAR/CHI/2024/0758,vehicle_theft,True,medium
KA-49-KA-7441,KAR/UDU/2024/0760,vehicle_theft,True,medium
KA-10-P-4334,KAR/BEN/2024/0761,robbery,True,medium
KA-19-N-4803,KAR/TUM/2024/0766,vehicle_theft,True,medium
KA-20-B-8766,KAR/RAI/2024/0768,robbery,True,medium
KA-08-M-6045,KAR/BEN/2024/0772,chain_snatching,True,medium
KA-09-KA-2832,KAR/BEL/2024/0776,chain_snatching,True,medium
KA-03-M-7436,KAR/UDU/2024/0782,vehicle_theft,True,medium
KA-32-P-1820,KAR/KOP/2024/0784,chain_snatching,True,medium
KA-29-B-7652,KAR/MAN/2024/0786,vehicle_theft,True,medium
KA-42-N-1723,KAR/BEN/2024/0787,chain_snatching,True,medium
KA-21-M-6838,KAR/HAS/2024/0788,chain_snatching,False,medium
KA-28-N-4416,KAR/MAN/2024/0789,chain_snatching,True,medium
KA-29-KA-7768,KAR/BEN/2024/0790,chain_snatching,True,medium
KA-25-KA-8244,KAR/TUM/2024/0791,chain_snatching,False,medium
KA-19-A-8672,KAR/HUB/2024/0799,vehicle_theft,True,medium
KA-14-KB-6050,KAR/BEN/2024/0800,vehicle_theft,False,medium
KA-21-KB-4013,KAR/HUB/2024/0803,robbery,False,medium
KA-44-N-7723,KAR/BAL/2024/0805,vehicle_theft,True,medium
KA-29-B-4405,KAR/SHI/2024/0807,robbery,True,medium
KA-10-M-1065,KAR/BAL/2024/0809,vehicle_theft,True,medium
KA-45-P-9331,KAR/BEN/2024/0812,chain_snatching,True,medium
KA-11-KB-3381,KAR/HAS/2024/0814,vehicle_theft,True,medium
KA-18-B-9401,KAR/RAI/2024/0815,chain_snatching,True,medium
KA-37-N-2472,KAR/BEN/2024/0817,vehicle_theft,True,medium
KA-02-P-4555,KAR/BEN/2024/0822,chain_snatching,True,medium
KA-06-P-3460,KAR/KAL/2024/0824,chain_snatching,True,medium
KA-40-KA-6160,KAR/RAI/2024/0825,robbery,False,medium
KA-39-A-2724,KAR/BEN/2024/0827,vehicle_theft,True,medium
KA-21-N-2904,KAR/BEN/2024/0830,vehicle_theft,True,medium
KA-21-P-2417,KAR/BEN/2024/0835,robbery,False,medium
KA-46-N-6758,KAR/HAS/2024/0836,chain_snatching,False,medium
KA-13-B-6350,KAR/HAS/2024/0841,vehicle_theft,True,medium
KA-33-M-7244,KAR/SHI/2024/0842,vehicle_theft,True,medium
KA-47-P-1149,KAR/KOL/2024/0844,chain_snatching,True,medium
KA-14-B-3553,KAR/SHI/2024/0848,vehicle_theft,True,medium
KA-06-KB-3359,KAR/BEL/2024/0851,chain_snatching,True,medium
KA-07-A-8905,KAR/RAI/2024/0854,chain_snatching,True,medium
KA-07-P-6551,KAR/HAS/2024/0855,robbery,True,medium
KA-27-KB-4087,KAR/BID/2024/0858,robbery,True,medium
KA-07-M-1134,KAR/CHI/2024/0859,chain_snatching,False,medium
KA-16-KB-7537,KAR/MAN/2024/0860,vehicle_theft,False,medium
KA-31-M-3066,KAR/KOL/2024/0868,robbery,True,medium
KA-19-A-1471,KAR/CHI/2024/0869,vehicle_theft,True,medium
KA-52-M-5593,KAR/MAN/2024/0872,vehicle_theft,True,medium
KA-51-B-4634,KAR/BEN/2024/0875,chain_snatching,True,medium
KA-24-M-7105,KAR/BEN/2024/0881,chain_snatching,True,medium
KA-06-KA-4279,KAR/CHI/2024/0887,vehicle_theft,True,medium
KA-24-KB-1685,KAR/UDU/2024/0889,vehicle_theft,False,medium
KA-53-KB-8746,KAR/BEN/2024/0894,chain_snatching,True,medium
KA-39-KA-1737,KAR/VIJ/2024/0895,robbery,True,medium
KA-51-N-7103,KAR/KAL/2024/0898,vehicle_theft,False,medium
KA-10-N-6057,KAR/DAV/2024/0899,vehicle_theft,True,medium
KA-14-M-1783,KAR/CHI/2024/0907,robbery,True,medium
KA-31-KB-3664,KAR/BEN/2024/0913,chain_snatching,True,medium
KA-32-P-4857,KAR/MYS/2024/0917,robbery,True,medium
KA-27-M-2725,KAR/DAV/2024/0918,vehicle_theft,True,medium
KA-37-B-5848,KAR/BEN/2024/0923,robbery,True,medium
KA-31-P-4197,KAR/BEN/2024/0925,vehicle_theft,False,medium
KA-22-P-8354,KAR/BEN/2024/0926,robbery,True,medium
KA-04-M-5558,KAR/MYS/2024/0930,chain_snatching,True,medium
KA-06-N-2310,KAR/BEN/2024/0933,vehicle_theft,True,medium
KA-32-KB-8726,KAR/RAI/2024/0938,vehicle_theft,False,medium
KA-41-M-4357,KAR/SHI/2024/0939,vehicle_theft,False,medium
KA-33-N-6352,KAR/TUM/2024/0940,vehicle_theft,True,medium
KA-07-P-3522,KAR/BEN/2024/0941,vehicle_theft,True,medium
KA-31-P-9013,KAR/HAS/2024/0943,vehicle_theft,True,medium
KA-32-B-3811,KAR/BEN/2024/0944,robbery,True,medium
KA-24-A-8878,KAR/BEN/2024/0954,vehicle_theft,True,medium
KA-39-B-6505,KAR/KOL/2024/0957,chain_snatching,True,medium
KA-35-KB-4612,KAR/BEN/2024/0959,chain_snatching,True,medium
KA-27-KA-2753,KAR/BID/2024/0962,chain_snatching,False,medium
KA-43-B-4015,KAR/BEN/2024/0964,vehicle_theft,True,medium
KA-12-M-4588,KAR/BEN/2024/0965,robbery,True,medium
KA-50-B-4669,KAR/BEN/2024/0968,vehicle_theft,True,medium
KA-04-N-7944,KAR/MAN/2024/0969,robbery,True,medium
