plate_number,fir_case_number,crime_type,alert_active,alert_priority
KA-16-N-4399,KAR/VIJ/2024/0256,vehicle_theft,true,medium
KA-50-A-2937,KAR/MYS/2024/0260,chain_snatching,true,medium
KA-22-P-5563,KAR/MAN/2024/0261,chain_snatching,true,medium
KA-28-KB-3516,KAR/BEN/2024/0263,vehicle_theft,false,medium
KA-44-B-4557,KAR/RAI/2024/0264,vehicle_theft,false,medium
KA-31-KA-4744,KAR/BID/2024/0265,vehicle_theft,false,medium
KA-22-M-5264,KAR/VIJ/2024/0267,vehicle_theft,true,medium
KA-07-KB-4688,KAR/BEN/2024/0271,vehicle_theft,true,medium
KA-03-P-1189,KAR/BEN/2024/0275,vehicle_theft,true,medium
KA-15-KB-9404,KAR/KOL/2024/0281,robbery,true,medium
KA-05-N-2287,KAR/BEN/2024/0282,robbery,true,medium
KA-19-M-7366,KAR/BEN/2024/0285,chain_snatching,true,medium
KA-49-KB-1697,KAR/DAV/2024/0292,robbery,true,medium
KA-55-KB-5647,KAR/TUM/2024/0293,chain_snatching,true,medium
KA-22-KB-6444,KAR/BEN/2024/0299,chain_snatching,true,medium
KA-24-KA-7538,KAR/BEL/2024/0301,vehicle_theft,true,medium
KA-44-KB-5080,KAR/TUM/2024/0309,vehicle_theft,false,medium
KA-06-KA-3277,KAR/BEN/2024/0310,vehicle_theft,true,medium
KA-44-A-9599,KAR/VIJ/2024/0314,chain_snatching,false,medium
KA-36-P-8096,KAR/BEN/2024/0319,chain_snatching,true,medium
KA-41-M-6914,KAR/BEN/2024/0323,vehicle_theft,true,medium
KA-43-M-8648,KAR/RAI/2024/0324,chain_snatching,false,medium
KA-33-A-2879,KAR/BEL/2024/0327,chain_snatching,true,medium
KA-40-A-9534,KAR/BEN/2024/0331,chain_snatching,false,medium
KA-42-P-6725,KAR/BEN/2024/0338,vehicle_theft,false,medium
KA-20-P-1405,KAR/MYS/2024/0340,robbery,false,medium
KA-01-M-4175,KAR/BEN/2024/0341,vehicle_theft,true,medium
KA-53-B-9862,KAR/HAS/2024/0349,chain_snatching,true,medium
KA-07-KB-6820,KAR/BEN/2024/0350,chain_snatching,false,medium
KA-34-B-5625,KAR/MAN/2024/0351,chain_snatching,true,medium
KA-21-A-4423,KAR/HUB/2024/0355,chain_snatching,true,medium
KA-30-KB-9118,KAR/SHI/2024/0360,chain_snatching,true,medium
KA-40-B-5411,KAR/UDU/2024/0361,robbery,true,medium
KA-53-A-3518,KAR/BEN/2024/0364,vehicle_theft,true,medium
KA-05-A-9459,KAR/BEN/2024/0366,chain_snatching,true,medium
KA-13-P-6093,KAR/KOL/2024/0367,vehicle_theft,false,medium
KA-01-P-8983,KAR/MAN/2024/0368,chain_snatching,true,medium
KA-33-P-3202,KAR/BEN/2024/0370,robbery,true,medium
KA-40-N-4693,KAR/UDU/2024/0373,vehicle_theft,true,medium
KA-13-N-6205,KAR/KOP/2024/0376,vehicle_theft,true,medium
KA-03-A-6951,KAR/SHI/2024/0377,chain_snatching,true,medium
KA-04-KA-3132,KAR/BEN/2024/0380,vehicle_theft,true,medium
KA-47-N-9083,KAR/MAN/2024/0381,chain_snatching,true,medium
KA-31-KB-8446,KAR/KOL/2024/0382,robbery,true,medium
KA-51-M-1002,KAR/SHI/2024/0387,vehicle_theft,true,medium
KA-23-M-4590,KAR/BEN/2024/0389,robbery,true,medium
KA-30-KB-1160,KAR/BEN/2024/0398,robbery,true,medium
KA-43-KA-1375,KAR/HUB/2024/0406,vehicle_theft,true,medium
KA-43-KA-1178,KAR/KOP/2024/0407,vehicle_theft,true,medium
KA-52-KB-3922,KAR/BEN/2024/0409,robbery,true,medium
KA-12-A-9367,KAR/BEN/2024/0410,vehicle_theft,true,medium
KA-25-KA-1406,KAR/SHI/2024/0412,vehicle_theft,true,medium
KA-53-M-9711,KAR/BEN/2024/0415,vehicle_theft,true,medium
KA-03-M-4633,KAR/MAN/2024/0417,chain_snatching,true,medium
KA-18-A-1736,KAR/TUM/2024/0419,chain_snatching,true,medium
KA-11-P-5483,KAR/BID/2024/0421,vehicle_theft,true,medium
KA-34-B-6947,KAR/BEN/2024/0422,vehicle_theft,true,medium
KA-06-N-2878,KAR/HAS/2024/0424,chain_snatching,false,medium
KA-34-KA-7874,KAR/KOL/2024/0427,chain_snatching,true,medium
KA-48-A-7232,KAR/UDU/2024/0429,chain_snatching,true,medium
KA-26-KA-6940,KAR/DAV/2024/0431,vehicle_theft,true,medium
KA-36-KA-6169,KAR/MAN/2024/0432,chain_snatching,true,medium
KA-38-N-6603,KAR/BEN/2024/0436,vehicle_theft,true,medium
KA-38-N-5098,KAR/BEN/2024/0438,chain_snatching,false,medium
KA-19-A-7838,KAR/VIJ/2024/0441,vehicle_theft,false,medium
KA-25-KB-8787,KAR/BEN/2024/0444,robbery,true,medium
KA-51-A-8830,KAR/BEN/2024/0446,vehicle_theft,true,medium
KA-54-M-5523,KAR/RAI/2024/0447,chain_snatching,true,medium
KA-26-KB-8514,KAR/HAS/2024/0449,vehicle_theft,true,medium
KA-54-KA-1537,KAR/MAN/2024/0450,chain_snatching,false,medium
KA-45-A-7820,KAR/MAN/2024/0455,robbery,false,medium
KA-47-KA-1215,KAR/TUM/2024/0458,chain_snatching,true,medium
KA-19-KA-8244,KAR/HAS/2024/0459,vehicle_theft,true,medium
KA-44-M-8270,KAR/CHI/2024/0460,chain_snatching,true,medium
KA-43-A-1931,KAR/HAS/2024/0465,chain_snatching,true,medium
KA-45-KA-6805,KAR/HAS/2024/0466,vehicle_theft,true,medium
KA-12-KA-5484,KAR/KOL/2024/0473,vehicle_theft,false,medium
KA-16-KA-4102,KAR/BEN/2024/0474,robbery,true,medium
KA-23-B-3415,KAR/BID/2024/0476,vehicle_theft,true,medium
KA-20-M-7594,KAR/BEN/2024/0477,vehicle_theft,false,medium
KA-45-N-1963,KAR/MYS/2024/0483,robbery,false,medium
KA-28-N-6150,KAR/MAN/2024/0484,chain_snatching,false,medium
KA-03-KA-3979,KAR/MAN/2024/0489,vehicle_theft,true,medium
KA-06-B-4041,KAR/KOL/2024/0491,robbery,true,medium
KA-53-KB-4271,KAR/BEN/2024/0492,vehicle_theft,true,medium
KA-41-A-3782,KAR/KOP/2024/0500,vehicle_theft,false,medium
KA-51-N-1735,KAR/MAN/2024/0501,chain_snatching,true,medium
KA-34-KA-5209,KAR/BEN/2024/0502,vehicle_theft,true,medium
KA-52-KA-8365,KAR/BEN/2024/0504,vehicle_theft,true,medium
KA-50-M-6314,KAR/BEN/2024/0506,vehicle_theft,true,medium
KA-28-M-9530,KAR/KAL/2024/0514,vehicle_theft,true,medium
KA-37-A-1047,KAR/RAI/2024/0515,vehicle_theft,false,medium
KA-47-N-3508,KAR/KOP/2024/0517,chain_snatching,true,medium
KA-13-N-7309,KAR/HAS/2024/0518,robbery,true,medium
KA-17-P-3858,KAR/BEN/2024/0520,chain_snatching,true,medium
KA-06-KA-4942,KAR/BEN/2024/0523,vehicle_theft,true,medium
KA-03-KA-1269,KAR/BEL/2024/0524,vehicle_theft,true,medium
KA-07-KB-3870,KAR/BEN/2024/0525,vehicle_theft,true,medium
KA-12-N-4051,KAR/BEN/2024/0526,chain_snatching,true,medium
KA-02-B-1453,KAR/BEN/2024/0527,vehicle_theft,true,medium
KA-13-KA-6635,KAR/BEN/2024/0529,chain_snatching,true,medium
KA-43-B-1258,KAR/BEL/2024/0530,chain_snatching,false,medium
KA-01-KA-8088,KAR/UDU/2024/0533,robbery,true,medium
KA-25-P-4015,KAR/BEN/2024/0534,robbery,true,medium
KA-45-KB-6362,KAR/BEN/2024/0535,vehicle_theft,true,medium
KA-33-M-5993,KAR/UDU/2024/0536,chain_snatching,false,medium
KA-49-P-7557,KAR/BEN/2024/0537,chain_snatching,true,medium
KA-46-A-1626,KAR/UDU/2024/0540,chain_snatching,true,medium
KA-12-B-6445,KAR/MAN/2024/0541,chain_snatching,true,medium
KA-02-M-7064,KAR/BID/2024/0543,vehicle_theft,true,medium
KA-14-A-5292,KAR/VIJ/2024/0545,vehicle_theft,true,medium
KA-40-B-2939,KAR/BEN/2024/0546,chain_snatching,true,medium
KA-44-KB-1057,KAR/BEL/2024/0548,chain_snatching,true,medium
KA-02-KB-7203,KAR/DAV/2024/0549,chain_snatching,true,medium
KA-33-KA-6222,KAR/BEN/2024/0553,vehicle_theft,false,medium
KA-02-KA-7984,KAR/CHI/2024/0556,robbery,true,medium
KA-03-P-6770,KAR/BEN/2024/0561,vehicle_theft,true,medium
KA-25-B-2781,KAR/BEN/2024/0566,robbery,true,medium
KA-02-P-9667,KAR/MAN/2024/0568,vehicle_theft,true,medium
KA-37-M-8646,KAR/VIJ/2024/0569,vehicle_theft,true,medium
KA-43-B-1815,KAR/RAI/2024/0571,vehicle_theft,true,medium
KA-32-KA-6599,KAR/BEN/2024/0572,vehicle_theft,true,medium
KA-30-P-7121,KAR/RAI/2024/0574,chain_snatching,true,medium
KA-10-KA-9646,KAR/BEN/2024/0576,robbery,true,medium
KA-38-KB-5537,KAR/BID/2024/0578,vehicle_theft,false,medium
KA-51-B-2888,KAR/BEN/2024/0580,vehicle_theft,true,medium
KA-04-N-4453,KAR/VIJ/2024/0582,vehicle_theft,true,medium
KA-52-KA-3654,KAR/SHI/2024/0584,vehicle_theft,true,medium
KA-47-KB-9577,KAR/BEL/2024/0585,chain_snatching,true,medium
KA-41-KB-5115,KAR/RAI/2024/0586,vehicle_theft,false,medium
KA-07-M-8844,KAR/BEL/2024/0587,vehicle_theft,false,medium
KA-31-M-6123,KAR/TUM/2024/0588,robbery,true,medium
KA-37-B-8304,KAR/BEN/2024/0589,robbery,true,medium
KA-25-M-6278,KAR/CHI/2024/0591,vehicle_theft,true,medium
KA-35-KB-7106,KAR/BEN/2024/0592,robbery,true,medium
KA-19-P-5191,KAR/BEN/2024/0595,vehicle_theft,true,medium
KA-20-B-6263,KAR/KOL/2024/0596,vehicle_theft,true,medium
KA-12-B-8408,KAR/MAN/2024/0600,robbery,true,medium
KA-39-N-1073,KAR/SHI/2024/0612,vehicle_theft,true,medium
KA-17-N-2696,KAR/BEN/2024/0613,vehicle_theft,true,medium
KA-34-M-5584,KAR/BEN/2024/0614,robbery,true,medium
KA-16-P-9821,KAR/VIJ/2024/0615,chain_snatching,true,medium
KA-51-KA-1429,KAR/BAL/2024/0619,chain_snatching,true,medium
KA-25-KA-6502,KAR/UDU/2024/0620,robbery,true,medium
KA-32-KA-5771,KAR/BEN/2024/0624,vehicle_theft,false,medium
KA-16-P-2461,KAR/RAI/2024/0625,vehicle_theft,true,medium
KA-05-P-1862,KAR/BEN/2024/0627,chain_snatching,true,medium
KA-06-B-1407,KAR/CHI/2024/0628,vehicle_theft,true,medium
KA-52-P-9687,KAR/BEN/2024/0629,robbery,true,medium
KA-32-N-3131,KAR/MYS/2024/0631,chain_snatching,true,medium
KA-13-N-6209,KAR/KOP/2024/0636,vehicle_theft,true,medium
KA-30-N-5030,KAR/BEN/2024/0637,vehicle_theft,true,medium
KA-54-A-2477,KAR/TUM/2024/0639,vehicle_theft,false,medium
KA-12-B-9802,KAR/BID/2024/0642,chain_snatching,true,medium
KA-14-P-1819,KAR/UDU/2024/0649,robbery,true,medium
KA-12-P-4468,KAR/BEN/2024/0650,vehicle_theft,true,medium
KA-47-A-4354,KAR/BEN/2024/0653,vehicle_theft,true,medium
KA-41-B-2018,KAR/KOL/2024/0656,chain_snatching,true,medium
KA-34-B-4023,KAR/KOP/2024/0658,chain_snatching,true,medium
KA-49-A-1771,KAR/HAS/2024/0659,vehicle_theft,true,medium
KA-28-M-2573,KAR/BEN/2024/0660,vehicle_theft,true,medium
KA-03-A-2366,KAR/VIJ/2024/0667,robbery,true,medium
KA-39-M-6923,KAR/DAV/2024/0669,vehicle_theft,true,medium
KA-51-B-2358,KAR/BEN/2024/0672,chain_snatching,true,medium
KA-10-KA-4518,KAR/DAV/2024/0673,chain_snatching,true,medium
KA-40-B-3831,KAR/HUB/2024/0675,vehicle_theft,true,medium
KA-43-P-4926,KAR/HUB/2024/0681,robbery,true,medium
KA-38-KA-9001,KAR/BEN/2024/0683,chain_snatching,false,medium
KA-23-A-5668,KAR/VIJ/2024/0686,chain_snatching,true,medium
KA-51-KA-6446,KAR/BEN/2024/0688,vehicle_theft,true,medium
KA-19-P-3589,KAR/KOP/2024/0689,vehicle_theft,true,medium
KA-38-M-7428,KAR/KOP/2024/0690,chain_snatching,true,medium
KA-30-N-3012,KAR/SHI/2024/0693,robbery,true,medium
KA-28-KB-3168,KAR/BEN/2024/0699,vehicle_theft,true,medium
KA-09-M-1135,KAR/BEN/2024/0700,vehicle_theft,true,medium
KA-07-M-6476,KAR/RAI/2024/0702,vehicle_theft,true,medium
KA-15-KA-8239,KAR/BAL/2024/0705,chain_snatching,true,medium
KA-18-KA-2370,KAR/UDU/2024/0707,vehicle_theft,true,medium
KA-04-KA-6025,KAR/BEN/2024/0708,vehicle_theft,true,medium
KA-34-KA-1574,KAR/BEN/2024/0709,vehicle_theft,true,medium
KA-15-A-4267,KAR/BEN/2024/0711,robbery,true,medium
KA-15-KA-5962,KAR/KOP/2024/0718,chain_snatching,true,medium
KA-09-KA-2683,KAR/KOP/2024/0719,chain_snatching,true,medium
KA-39-B-1590,KAR/BEN/2024/0721,vehicle_theft,false,medium
KA-43-N-2478,KAR/BEN/2024/0723,vehicle_theft,true,medium
KA-53-A-1594,KAR/DAV/2024/0724,chain_snatching,false,medium
KA-20-A-3463,KAR/HUB/2024/0725,robbery,true,medium
KA-03-M-1632,KAR/KAL/2024/0727,chain_snatching,true,medium
KA-23-KB-7781,KAR/MYS/2024/0728,chain_snatching,true,medium
KA-33-KB-5711,KAR/KOL/2024/0731,vehicle_theft,true,medium
KA-20-N-4745,KAR/BEN/2024/0732,vehicle_theft,true,medium
KA-20-KA-1848,KAR/BEL/2024/0733,vehicle_theft,false,medium
KA-24-B-1338,KAR/MYS/2024/0737,vehicle_theft,true,medium
KA-36-M-6085,KAR/BEN/2024/0743,robbery,true,medium
KA-04-A-4014,KAR/KOL/2024/0746,chain_snatching,true,medium
KA-22-B-6092,KAR/BEN/2024/0748,vehicle_theft,true,medium
KA-18-N-7662,KAR/SHI/2024/0750,vehicle_theft,false,medium
KA-34-P-5613,KAR/MAN/2024/0753,vehicle_theft,false,medium
KA-36-A-6275,KAR/BEN/2024/0756,chain_snatching,true,medium
KA-36-M-1963,KAR/BEN/2024/0759,vehicle_theft,true,medium
KA-35-B-8599,KAR/BEN/2024/0760,vehicle_theft,true,medium
KA-10-P-5630,KAR/HAS/2024/0763,chain_snatching,true,medium
KA-45-P-5824,KAR/BEN/2024/0766,vehicle_theft,true,medium
KA-42-P-2241,KAR/BAL/2024/0767,vehicle_theft,true,medium
KA-16-KA-3115,KAR/BEN/2024/0769,chain_snatching,true,medium
KA-10-N-6232,KAR/HUB/2024/0772,vehicle_theft,true,medium
KA-22-P-8787,KAR/BEN/2024/0776,robbery,false,medium
KA-37-KA-3418,KAR/BEN/2024/0777,vehicle_theft,true,medium
KA-06-P-4696,KAR/BEL/2024/0778,vehicle_theft,true,medium
KA-35-A-7314,KAR/BID/2024/0782,robbery,true,medium
KA-30-KB-6456,KAR/BEN/2024/0790,robbery,true,medium
KA-17-B-2041,KAR/BEN/2024/0791,robbery,true,medium
KA-14-KA-5273,KAR/BEN/2024/0795,robbery,true,medium
KA-11-M-4557,KAR/MAN/2024/0796,vehicle_theft,true,medium
KA-35-B-1071,KAR/MAN/2024/0798,vehicle_theft,true,medium
KA-34-N-1500,KAR/SHI/2024/0803,chain_snatching,true,medium
KA-41-M-8537,KAR/KOP/2024/0805,chain_snatching,true,medium
KA-12-A-9675,KAR/BEN/2024/0807,vehicle_theft,true,medium
KA-12-B-4553,KAR/BEL/2024/0811,vehicle_theft,true,medium
KA-40-KB-4963,KAR/BEN/2024/0813,robbery,true,medium
KA-15-KA-1476,KAR/KOL/2024/0814,chain_snatching,false,medium
KA-13-A-3494,KAR/SHI/2024/0815,vehicle_theft,true,medium
KA-15-KB-9118,KAR/MYS/2024/0816,chain_snatching,true,medium
KA-27-A-1981,KAR/KOL/2024/0817,vehicle_theft,true,medium
KA-42-KA-9514,KAR/HAS/2024/0819,vehicle_theft,true,medium
KA-38-N-3041,KAR/BEN/2024/0821,chain_snatching,true,medium
KA-29-N-2331,KAR/DAV/2024/0825,robbery,true,medium
KA-08-M-8489,KAR/BEN/2024/0827,vehicle_theft,true,medium
KA-42-P-6036,KAR/CHI/2024/0830,robbery,true,medium
KA-22-KA-8403,KAR/UDU/2024/0831,vehicle_theft,true,medium
KA-29-KA-4549,KAR/UDU/2024/0836,vehicle_theft,false,medium
KA-22-B-3789,KAR/BEN/2024/0837,chain_snatching,false,medium
KA-05-N-1753,KAR/CHI/2024/0840,chain_snatching,true,medium
KA-16-P-4935,KAR/MAN/2024/0843,chain_snatching,true,medium
KA-33-B-9456,KAR/BEN/2024/0844,chain_snatching,true,medium
KA-17-P-4272,KAR/CHI/2024/0846,robbery,true,medium
KA-30-KA-1053,KAR/BEN/2024/0849,vehicle_theft,true,medium
KA-24-KB-6746,KAR/KOP/2024/0850,vehicle_theft,true,medium
KA-40-P-8350,KAR/BEL/2024/0856,vehicle_theft,true,medium
KA-49-KA-2873,KAR/MYS/2024/0857,chain_snatching,true,medium
KA-35-A-2075,KAR/BID/2024/0862,chain_snatching,true,medium
KA-11-N-7043,KAR/CHI/2024/0863,robbery,true,medium
KA-10-KA-9807,KAR/BEN/2024/0864,vehicle_theft,true,medium
KA-01-KA-5218,KAR/SHI/2024/0865,chain_snatching,true,medium
KA-10-A-2999,KAR/RAI/2024/0867,chain_snatching,false,medium
KA-30-KA-2242,KAR/MAN/2024/0868,chain_snatching,true,medium
KA-35-A-8749,KAR/BEN/2024/0869,vehicle_theft,true,medium
KA-33-KB-1320,KAR/SHI/2024/0874,vehicle_theft,true,medium
KA-38-KB-5365,KAR/MAN/2024/0875,vehicle_theft,true,medium
KA-01-P-7666,KAR/BEN/2024/0877,vehicle_theft,true,medium
KA-09-N-7188,KAR/HAS/2024/0881,robbery,true,medium
KA-38-KA-2932,KAR/BEN/2024/0884,robbery,true,medium
KA-01-M-2600,KAR/BEN/2024/0887,vehicle_theft,true,medium
KA-08-N-3619,KAR/BEN/2024/0890,vehicle_theft,true,medium
KA-08-KA-8219,KAR/BEN/2024/0897,robbery,true,medium
KA-32-M-1815,KAR/KOP/2024/0898,vehicle_theft,true,medium
KA-04-B-9088,KAR/DAV/2024/0900,vehicle_theft,true,medium
KA-48-M-3172,KAR/BEN/2024/0910,robbery,false,medium
KA-46-KB-1485,KAR/BEN/2024/0913,vehicle_theft,true,medium
KA-21-KB-1463,KAR/HAS/2024/0914,robbery,false,medium
KA-31-A-5985,KAR/HUB/2024/0919,robbery,true,medium
KA-09-N-1217,KAR/BEL/2024/0920,chain_snatching,true,medium
KA-17-KA-9367,KAR/KOP/2024/0923,vehicle_theft,true,medium
KA-55-A-1655,KAR/VIJ/2024/0924,chain_snatching,true,medium
KA-26-N-4539,KAR/KOP/2024/0925,vehicle_theft,false,medium
KA-43-KA-4207,KAR/CHI/2024/0927,vehicle_theft,true,medium
KA-21-B-8345,KAR/BID/2024/0931,robbery,true,medium
KA-33-A-8747,KAR/BEN/2024/0932,robbery,true,medium
KA-30-M-4629,KAR/BEL/2024/0934,vehicle_theft,true,medium
KA-34-P-1070,KAR/BEN/2024/0935,vehicle_theft,true,medium
KA-38-P-7378,KAR/UDU/2024/0936,vehicle_theft,true,medium
KA-16-KA-9703,KAR/BEL/2024/0937,vehicle_theft,true,medium
KA-38-P-6641,KAR/BEN/2024/0938,chain_snatching,true,medium
KA-53-KA-3728,KAR/HUB/2024/0940,vehicle_theft,false,medium
KA-51-KA-4918,KAR/BID/2024/0941,vehicle_theft,true,medium
KA-21-P-2875,KAR/BEN/2024/0942,vehicle_theft,false,medium
KA-23-M-1708,KAR/BEN/2024/0943,chain_snatching,true,medium
KA-33-A-9584,KAR/BEN/2024/0948,chain_snatching,false,medium
