plate_number,fir_case_number,crime_type,alert_active,alert_priority
KA-28-B-4493,KAR/BID/2024/0180,vehicle_theft,False,medium
KA-19-N-6711,KAR/TUM/2024/0183,chain_snatching,False,medium
KA-11-A-9323,KAR/VIJ/2024/0185,robbery,False,medium
KA-53-M-8021,KAR/UDU/2024/0186,vehicle_theft,True,medium
KA-26-B-5689,KAR/RAI/2024/0187,vehicle_theft,True,medium
KA-28-P-1681,KAR/HAS/2024/0188,chain_snatching,True,medium
KA-23-P-3090,KAR/BEN/2024/0200,chain_snatching,True,medium
KA-22-M-9892,KAR/BEL/2024/0203,chain_snatching,True,medium
KA-34-A-7922,KAR/BID/2024/0204,robbery,True,medium
KA-43-P-2136,KAR/BEN/2024/0206,chain_snatching,True,medium
KA-30-KA-8727,KAR/BEN/2024/0210,chain_snatching,True,medium
KA-44-N-5638,KAR/BEN/2024/0211,chain_snatching,True,medium
KA-30-P-6246,KAR/RAI/2024/0213,chain_snatching,False,medium
KA-17-N-6581,KAR/MYS/2024/0215,vehicle_theft,True,medium
KA-19-KB-1216,KAR/MYS/2024/0217,chain_snatching,True,medium
KA-20-KA-8876,KAR/HAS/2024/0218,vehicle_theft,True,medium
KA-20-KB-2088,KAR/KAL/2024/0219,vehicle_theft,True,medium
KA-35-M-6003,KAR/RAI/2024/0220,chain_snatching,True,medium
KA-38-KB-8031,KAR/MAN/2024/0223,chain_snatching,False,medium
KA-27-B-3216,KAR/KOP/2024/0226,vehicle_theft,False,medium
KA-52-A-3876,KAR/BEN/2024/0232,vehicle_theft,True,medium
KA-43-KB-2389,KAR/BAL/2024/0234,chain_snatching,True,medium
KA-14-B-9682,KAR/BEN/2024/0237,chain_snatching,True,medium
KA-54-A-9866,KAR/MYS/2024/0239,vehicle_theft,True,medium
KA-15-M-7396,KAR/BEN/2024/0241,chain_snatching,True,medium
KA-30-M-6071,KAR/BEN/2024/0244,robbery,False,medium
KA-24-KA-7176,KAR/BEN/2024/0247,robbery,True,medium
KA-40-KA-3208,KAR/MYS/2024/0248,robbery,True,medium
KA-11-P-7544,KAR/MAN/2024/0249,chain_snatching,True,medium
KA-04-A-5722,KAR/RAI/2024/0253,chain_snatching,True,medium
KA-20-KA-3847,KAR/UDU/2024/0254,robbery,True,medium
KA-18-KB-3107,KAR/HAS/2024/0256,vehicle_theft,True,medium
KA-51-N-4102,KAR/BEN/2024/0257,vehicle_theft,True,medium
KA-46-A-4434,KAR/HUB/2024/0261,robbery,True,medium
KA-32-M-1933,KAR/BEN/2024/0262,vehicle_theft,False,medium
KA-31-N-1057,KAR/BID/2024/0265,chain_snatching,True,medium
KA-43-KA-7636,KAR/TUM/2024/0277,robbery,True,medium
KA-48-KA-5246,KAR/BEN/2024/0283,vehicle_theft,True,medium
KA-03-B-3555,KAR/BAL/2024/0288,chain_snatching,True,medium
KA-39-M-2813,KAR/BEN/2024/0290,chain_snatching,True,medium
KA-07-A-8398,KAR/CHI/2024/0291,chain_snatching,True,medium
KA-06-A-7989,KAR/BEN/2024/0298,vehicle_theft,True,medium
KA-47-KA-9222,KAR/KAL/2024/0301,vehicle_theft,True,medium
KA-09-KA-9112,KAR/MAN/2024/0303,robbery,True,medium
KA-32-KA-3452,KAR/KAL/2024/0304,vehicle_theft,True,medium
KA-09-KA-5204,KAR/BEN/2024/0306,robbery,True,medium
KA-12-B-4944,KAR/BEN/2024/0309,vehicle_theft,True,medium
KA-35-M-6791,KAR/BAL/2024/0313,robbery,True,medium
KA-33-P-7821,KAR/BEN/2024/0315,robbery,True,medium
KA-01-KA-5255,KAR/KAL/2024/0316,vehicle_theft,True,medium
KA-10-P-3285,KAR/VIJ/2024/0318,vehicle_theft,False,medium
KA-51-M-8028,KAR/HUB/2024/0319,vehicle_theft,True,medium
KA-09-N-2532,KAR/SHI/2024/0321,vehicle_theft,True,medium
KA-31-A-1391,KAR/BEN/2024/0324,vehicle_theft,True,medium
KA-42-A-4214,KAR/KOL/2024/0326,chain_snatching,False,medium
KA-38-N-2796,KAR/HAS/2024/0327,vehicle_theft,True,medium
KA-41-A-8730,KAR/BAL/2024/0328,vehicle_theft,True,medium
KA-35-M-7020,KAR/MAN/2024/0334,chain_snatching,True,medium
KA-09-B-9686,KAR/BEN/2024/0335,chain_snatching,True,medium
KA-29-P-8795,KAR/MYS/2024/0342,robbery,True,medium
KA-46-KA-7536,KAR/BEN/2024/0344,chain_snatching,True,medium
KA-21-KA-5720,KAR/RAI/2024/0351,vehicle_theft,True,medium
KA-42-KB-6761,KAR/BEN/2024/0352,chain_snatching,True,medium
KA-10-N-8767,KAR/BEL/2024/0354,chain_snatching,False,medium
KA-08-A-3122,KAR/BEN/2024/0358,vehicle_theft,True,medium
KA-17-KA-9889,KAR/SHI/2024/0359,chain_snatching,True,medium
KA-55-N-9996,KAR/MYS/2024/0360,chain_snatching,True,medium
KA-51-P-3513,KAR/BEN/2024/0361,vehicle_theft,False,medium
KA-33-M-6217,KAR/UDU/2024/0362,vehicle_theft,True,medium
KA-25-B-3258,KAR/SHI/2024/0365,chain_snatching,True,medium
KA-23-KB-5899,KAR/DAV/2024/0369,vehicle_theft,True,medium
KA-04-A-2530,KAR/BEN/2024/0372,vehicle_theft,False,medium
KA-53-B-1071,KAR/MYS/2024/0373,chain_snatching,True,medium
KA-13-KB-4998,KAR/HAS/2024/0382,vehicle_theft,True,medium
KA-40-M-6548,KAR/BEN/2024/0384,robbery,True,medium
KA-27-P-3186,KAR/CHI/2024/0389,vehicle_theft,True,medium
KA-46-N-7252,KAR/BEN/2024/0390,vehicle_theft,False,medium
KA-54-KA-9916,KAR/BEN/2024/0394,vehicle_theft,False,medium
KA-13-KA-5597,KAR/UDU/2024/0397,robbery,True,medium
KA-06-N-5660,KAR/BEN/2024/0398,chain_snatching,False,medium
KA-05-M-4063,KAR/KOP/2024/0399,chain_snatching,True,medium
KA-25-KB-5179,KAR/UDU/2024/0404,robbery,True,medium
KA-27-B-6160,KAR/BAL/2024/0406,vehicle_theft,True,medium
KA-41-M-2222,KAR/BEN/2024/0409,robbery,True,medium
KA-34-KB-9948,KAR/TUM/2024/0410,chain_snatching,False,medium
KA-31-N-8503,KAR/BEN/2024/0411,vehicle_theft,True,medium
KA-03-N-5726,KAR/DAV/2024/0413,vehicle_theft,True,medium
KA-08-B-1322,KAR/HAS/2024/0415,vehicle_theft,False,medium
KA-12-A-8677,KAR/BAL/2024/0420,robbery,True,medium
KA-52-N-2357,KAR/CHI/2024/0422,robbery,False,medium
KA-15-KB-1587,KAR/CHI/2024/0423,chain_snatching,True,medium
KA-37-KA-5148,KAR/MAN/2024/0425,chain_snatching,True,medium
KA-32-M-5898,KAR/BEN/2024/0426,chain_snatching,True,medium
KA-45-M-1094,KAR/SHI/2024/0427,robbery,True,medium
KA-18-KA-5656,KAR/MYS/2024/0429,chain_snatching,True,medium
KA-17-M-8565,KAR/MYS/2024/0430,vehicle_theft,True,medium
KA-03-KB-3032,KAR/BID/2024/0432,vehicle_theft,True,medium
KA-48-P-2544,KAR/HAS/2024/0434,robbery,True,medium
KA-46-P-3891,KAR/BEN/2024/0435,chain_snatching,True,medium
KA-20-A-4324,KAR/BEN/2024/0439,chain_snatching,True,medium
KA-03-B-3192,KAR/MAN/2024/0440,vehicle_theft,True,medium
KA-30-KB-1184,KAR/BEN/2024/0446,robbery,True,medium
KA-38-N-6569,KAR/UDU/2024/0447,robbery,True,medium
KA-17-P-6552,KAR/UDU/2024/0448,vehicle_theft,True,medium
KA-36-KB-9300,KAR/KAL/2024/0451,chain_snatching,False,medium
KA-53-N-9665,KAR/RAI/2024/0452,vehicle_theft,True,medium
KA-53-KB-7224,KAR/BEN/2024/0455,vehicle_theft,True,medium
KA-08-M-1454,KAR/MAN/2024/0457,vehicle_theft,True,medium
KA-08-KA-1316,KAR/VIJ/2024/0458,vehicle_theft,True,medium
KA-51-M-7867,KAR/BEN/2024/0459,robbery,True,medium
KA-27-N-4203,KAR/BID/2024/0461,chain_snatching,True,medium
KA-46-B-4321,KAR/HUB/2024/0464,robbery,True,medium
KA-23-N-3867,KAR/KOP/2024/0465,vehicle_theft,False,medium
KA-46-A-6492,KAR/BEN/2024/0469,vehicle_theft,True,medium
KA-45-KB-4418,KAR/BEN/2024/0472,chain_snatching,False,medium
KA-55-N-8389,KAR/RAI/2024/0473,vehicle_theft,True,medium
KA-07-B-4048,KAR/HAS/2024/0474,vehicle_theft,True,medium
KA-08-KA-3012,KAR/MAN/2024/0476,chain_snatching,True,medium
KA-20-A-7955,KAR/BAL/2024/0477,vehicle_theft,True,medium
KA-05-B-5367,KAR/BEN/2024/0483,robbery,False,medium
KA-54-A-5554,KAR/BEN/2024/0487,chain_snatching,True,medium
KA-06-B-6928,KAR/BEN/2024/0493,robbery,True,medium
KA-05-B-5764,KAR/KAL/2024/0494,robbery,False,medium
KA-19-B-6875,KAR/CHI/2024/0495,vehicle_theft,True,medium
KA-52-A-1813,KAR/BEN/2024/0497,vehicle_theft,False,medium
KA-05-KB-5886,KAR/RAI/2024/0501,vehicle_theft,True,medium
KA-37-KB-2572,KAR/BEL/2024/0503,chain_snatching,True,medium
KA-44-N-3389,KAR/BEN/2024/0507,chain_snatching,False,medium
KA-18-B-7350,KAR/SHI/2024/0511,vehicle_theft,True,medium
KA-08-M-6557,KAR/CHI/2024/0512,vehicle_theft,True,medium
KA-50-A-4472,KAR/BEN/2024/0519,vehicle_theft,True,medium
KA-14-A-1932,KAR/BEN/2024/0520,vehicle_theft,True,medium
KA-29-KB-9403,KAR/CHI/2024/0521,chain_snatching,True,medium
KA-05-KA-1678,KAR/MAN/2024/0522,vehicle_theft,True,medium
KA-41-KA-5925,KAR/MAN/2024/0523,vehicle_theft,False,medium
KA-22-M-1452,KAR/CHI/2024/0528,vehicle_theft,True,medium
KA-45-KA-3220,KAR/BEN/2024/0529,chain_snatching,True,medium
KA-40-KA-1729,KAR/KOL/2024/0531,robbery,True,medium
KA-33-P-5598,KAR/MAN/2024/0534,robbery,False,medium
KA-27-N-6201,KAR/VIJ/2024/0535,vehicle_theft,False,medium
KA-14-P-3850,KAR/BEN/2024/0536,robbery,True,medium
KA-30-B-7221,KAR/SHI/2024/0538,vehicle_theft,True,medium
KA-45-B-2102,KAR/MAN/2024/0540,vehicle_theft,True,medium
KA-30-M-5997,KAR/KAL/2024/0541,chain_snatching,True,medium
KA-06-KB-2099,KAR/BAL/2024/0542,vehicle_theft,True,medium
KA-13-P-1254,KAR/MAN/2024/0543,vehicle_theft,True,medium
KA-19-M-1085,KAR/TUM/2024/0544,vehicle_theft,True,medium
KA-06-P-4521,KAR/BEN/2024/0549,robbery,True,medium
KA-14-N-6676,KAR/DAV/2024/0550,chain_snatching,True,medium
KA-23-KB-7942,KAR/BEN/2024/0552,vehicle_theft,True,medium
KA-33-KA-8557,KAR/CHI/2024/0553,robbery,True,medium
KA-37-M-5080,KAR/HUB/2024/0554,chain_snatching,True,medium
KA-53-P-7194,KAR/SHI/2024/0555,robbery,True,medium
KA-35-B-8253,KAR/CHI/2024/0556,chain_snatching,True,medium
KA-21-KB-3024,KAR/DAV/2024/0557,robbery,True,medium
KA-07-M-3900,KAR/HAS/2024/0558,chain_snatching,True,medium
KA-45-KB-5423,KAR/BEN/2024/0560,robbery,True,medium
KA-54-KB-1600,KAR/KAL/2024/0561,chain_snatching,False,medium
KA-48-B-9309,KAR/KAL/2024/0562,chain_snatching,True,medium
KA-06-A-1190,KAR/MAN/2024/0563,vehicle_theft,True,medium
KA-24-N-5888,KAR/BEN/2024/0565,vehicle_theft,True,medium
KA-46-B-3324,KAR/BEN/2024/0567,chain_snatching,True,medium
KA-23-B-6553,KAR/RAI/2024/0569,chain_snatching,False,medium
KA-06-N-6007,KAR/BEN/2024/0571,robbery,True,medium
KA-35-KB-8443,KAR/BEN/2024/0572,vehicle_theft,True,medium
KA-38-KB-3220,KAR/TUM/2024/0578,robbery,True,medium
KA-44-P-6717,KAR/BAL/2024/0580,vehicle_theft,True,medium
KA-24-P-4052,KAR/BEN/2024/0581,vehicle_theft,True,medium
KA-43-B-5356,KAR/BEN/2024/0585,chain_snatching,False,medium
KA-54-B-3996,KAR/MYS/2024/0588,chain_snatching,True,medium
KA-38-KA-2853,KAR/BEL/2024/0590,vehicle_theft,True,medium
KA-01-M-3316,KAR/BEN/2024/0591,vehicle_theft,True,medium
KA-22-P-1882,KAR/KOP/2024/0592,robbery,True,medium
KA-02-KA-4472,KAR/HUB/2024/0596,vehicle_theft,True,medium
KA-26-A-6338,KAR/MAN/2024/0598,chain_snatching,True,medium
KA-31-B-4973,KAR/KOP/2024/0611,chain_snatching,True,medium
KA-29-B-7314,KAR/BEN/2024/0613,vehicle_theft,False,medium
KA-01-KA-2166,KAR/VIJ/2024/0615,robbery,False,medium
KA-26-KA-7471,KAR/HUB/2024/0616,vehicle_theft,True,medium
KA-19-KB-4844,KAR/HUB/2024/0617,robbery,True,medium
KA-19-P-6470,KAR/BEN/2024/0618,vehicle_theft,False,medium
KA-32-M-3762,KAR/VIJ/2024/0621,vehicle_theft,True,medium
KA-39-P-6323,KAR/HUB/2024/0624,chain_snatching,True,medium
KA-48-KB-1748,KAR/BEN/2024/0625,chain_snatching,True,medium
KA-45-KB-9277,KAR/MAN/2024/0628,robbery,True,medium
KA-18-KA-3279,KAR/KAL/2024/0629,vehicle_theft,False,medium
KA-22-KA-9737,KAR/BEL/2024/0630,robbery,False,medium
KA-36-N-9913,KAR/SHI/2024/0631,chain_snatching,False,medium
KA-11-B-8428,KAR/BAL/2024/0632,vehicle_theft,True,medium
KA-10-N-8204,KAR/BEN/2024/0635,chain_snatching,True,medium
KA-18-KA-8582,KAR/BEN/2024/0637,chain_snatching,False,medium
KA-35-KA-7657,KAR/VIJ/2024/0640,robbery,True,medium
KA-03-KA-3918,KAR/DAV/2024/0644,vehicle_theft,False,medium
KA-27-N-5873,KAR/HUB/2024/0645,robbery,True,medium
KA-39-KB-4994,KAR/BID/2024/0646,robbery,True,medium
KA-50-M-3519,KAR/RAI/2024/0647,robbery,True,medium
KA-13-B-1841,KAR/BEN/2024/0648,vehicle_theft,True,medium
KA-35-KA-8955,KAR/KAL/2024/0650,vehicle_theft,True,medium
KA-38-B-8534,KAR/BEN/2024/0651,robbery,True,medium
KA-24-M-8726,KAR/RAI/2024/0653,robbery,True,medium
KA-11-N-3704,KAR/BEN/2024/0654,vehicle_theft,True,medium
KA-27-M-7212,KAR/BEN/2024/0655,vehicle_theft,True,medium
KA-30-KB-3098,KAR/TUM/2024/0656,chain_snatching,False,medium
KA-13-N-9241,KAR/VIJ/2024/0658,vehicle_theft,True,medium
KA-43-P-3945,KAR/KOL/2024/0659,chain_snatching,True,medium
KA-48-N-4904,KAR/KOL/2024/0662,vehicle_theft,True,medium
KA-44-KA-4547,KAR/BEN/2024/0663,chain_snatching,True,medium
KA-16-P-9552,KAR/BEN/2024/0668,vehicle_theft,True,medium
KA-44-M-6019,KAR/RAI/2024/0670,robbery,True,medium
KA-15-P-2325,KAR/MYS/2024/0672,chain_snatching,True,medium
KA-43-B-7923,KAR/HUB/2024/0673,vehicle_theft,False,medium
KA-53-P-5954,KAR/DAV/2024/0675,chain_snatching,True,medium
KA-15-P-5011,KAR/BEN/2024/0677,vehicle_theft,True,medium
KA-01-P-4622,KAR/BEN/2024/0681,vehicle_theft,False,medium
KA-15-KB-5301,KAR/HUB/2024/0682,chain_snatching,False,medium
KA-43-N-4358,KAR/RAI/2024/0683,chain_snatching,True,medium
KA-45-B-5103,KAR/BEL/2024/0684,vehicle_theft,True,medium
KA-12-KB-4995,KAR/BEN/2024/0685,vehicle_theft,True,medium
KA-52-P-5718,KAR/HAS/2024/0687,vehicle_theft,True,medium
KA-30-KA-3285,KAR/BEN/2024/0689,robbery,False,medium
KA-35-A-4113,KAR/BEN/2024/0690,vehicle_theft,False,medium
KA-23-M-3423,KAR/KAL/2024/0691,robbery,True,medium
KA-40-P-3154,KAR/BID/2024/0692,vehicle_theft,False,medium
KA-34-B-8979,KAR/RAI/2024/0697,vehicle_theft,True,medium
KA-25-KB-3659,KAR/TUM/2024/0702,vehicle_theft,False,medium
KA-39-KA-7153,KAR/BEN/2024/0706,vehicle_theft,True,medium
KA-33-KA-3345,KAR/BEN/2024/0713,chain_snatching,True,medium
KA-39-P-2912,KAR/BEN/2024/0715,vehicle_theft,False,medium
KA-04-N-5058,KAR/RAI/2024/0722,vehicle_theft,True,medium
KA-53-KA-3982,KAR/BEN/2024/0723,robbery,True,medium
KA-46-KB-9647,KAR/MYS/2024/0727,vehicle_theft,True,medium
KA-42-N-1474,KAR/BEN/2024/0731,robbery,True,medium
KA-43-P-7453,KAR/KOP/2024/0734,vehicle_theft,False,medium
KA-48-P-3093,KAR/HUB/2024/0737,chain_snatching,True,medium
KA-49-M-8657,KAR/SHI/2024/0740,chain_snatching,True,medium
KA-18-M-3750,KAR/BEN/2024/0741,vehicle_theft,True,medium
KA-18-KA-7773,KAR/VIJ/2024/0746,vehicle_theft,True,medium
KA-02-A-7927,KAR/BEN/2024/0749,vehicle_theft,True,medium
KA-29-KA-3013,KAR/SHI/2024/0751,chain_snatching,False,medium
KA-38-KA-5770,KAR/BEN/2024/0753,chain_snatching,False,medium
KA-22-KB-1194,KAR/MYS/2024/0756,vehicle_theft,False,medium
KA-32-A-9531,KAR/BAL/2024/0757,robbery,True,medium
KA-33-P-5727,KAR/BEN/2024/0759,vehicle_theft,False,medium
KA-55-KA-3754,KAR/SHI/2024/0760,robbery,True,medium
KA-01-M-7828,KAR/TUM/2024/0761,vehicle_theft,True,medium
KA-07-KA-1292,KAR/BEN/2024/0768,chain_snatching,True,medium
KA-10-A-9615,KAR/BEN/2024/0770,vehicle_theft,False,medium
KA-28-M-8162,KAR/SHI/2024/0772,chain_snatching,True,medium
KA-29-B-6570,KAR/BEN/2024/0773,vehicle_theft,False,medium
KA-38-KB-9071,KAR/BEN/2024/0774,robbery,True,medium
KA-44-KB-1825,KAR/KAL/2024/0776,chain_snatching,False,medium
KA-17-M-3638,KAR/BEN/2024/0777,vehicle_theft,True,medium
KA-02-P-3250,KAR/CHI/2024/0778,robbery,True,medium
KA-14-N-5623,KAR/BEN/2024/0779,chain_snatching,True,medium
KA-34-KB-4964,KAR/MAN/2024/0782,chain_snatching,True,medium
KA-09-KA-3277,KAR/HAS/2024/0783,chain_snatching,True,medium
KA-49-B-1947,KAR/MYS/2024/0785,vehicle_theft,False,medium
KA-25-A-8844,KAR/BEN/2024/0788,robbery,True,medium
KA-36-KB-4038,KAR/BID/2024/0789,vehicle_theft,True,medium
KA-01-KB-4641,KAR/MAN/2024/0797,vehicle_theft,True,medium
KA-25-P-3719,KAR/VIJ/2024/0800,vehicle_theft,True,medium
KA-43-B-2075,KAR/RAI/2024/0803,vehicle_theft,True,medium
KA-39-A-7329,KAR/BID/2024/0804,chain_snatching,True,medium
KA-40-N-4725,KAR/BEN/2024/0806,chain_snatching,True,medium
KA-24-B-5279,KAR/BEN/2024/0809,vehicle_theft,True,medium
KA-26-KA-5096,KAR/BEN/2024/0812,robbery,True,medium
KA-20-A-5305,KAR/RAI/2024/0814,robbery,True,medium
KA-40-M-5909,KAR/BEN/2024/0815,chain_snatching,False,medium
KA-12-N-9399,KAR/BEN/2024/0816,robbery,False,medium
KA-29-N-2033,KAR/BEN/2024/0820,chain_snatching,True,medium
KA-18-N-8874,KAR/BEN/2024/0822,vehicle_theft,True,medium
KA-49-KA-2786,KAR/HAS/2024/0825,chain_snatching,True,medium
KA-15-M-8294,KAR/SHI/2024/0826,robbery,True,medium
KA-24-M-9318,KAR/BEN/2024/0830,vehicle_theft,True,medium
KA-19-B-7035,KAR/BEN/2024/0831,vehicle_theft,True,medium
KA-55-KB-1952,KAR/BAL/2024/0835,chain_snatching,True,medium
KA-44-B-9872,KAR/UDU/2024/0839,chain_snatching,True,medium
KA-01-KA-2851,KAR/CHI/2024/0844,vehicle_theft,True,medium
KA-01-N-7987,KAR/DAV/2024/0846,robbery,True,medium
KA-34-A-6809,KAR/MAN/2024/0849,vehicle_theft,False,medium
KA-01-B-1536,KAR/BEN/2024/0851,chain_snatching,True,medium
KA-06-KA-2983,KAR/UDU/2024/0852,robbery,True,medium
KA-47-P-2750,KAR/DAV/2024/0857,robbery,True,medium
KA-43-B-4157,KAR/SHI/2024/0860,vehicle_theft,True,medium
KA-18-B-1713,KAR/BEN/2024/0866,chain_snatching,True,medium
KA-46-KB-8099,KAR/BEN/2024/0868,vehicle_theft,True,medium
KA-40-B-9434,KAR/TUM/2024/0869,robbery,False,medium
KA-03-N-5613,KAR/DAV/2024/0874,robbery,False,medium
KA-16-KA-8306,KAR/KOL/2024/0875,vehicle_theft,True,medium
KA-35-KB-9109,KAR/BAL/2024/0880,vehicle_theft,True,medium
KA-13-KA-1036,KAR/RAI/2024/0882,vehicle_theft,True,medium
KA-46-A-8721,KAR/KAL/2024/0884,chain_snatching,True,medium
KA-01-KB-9043,KAR/BEN/2024/0886,chain_snatching,True,medium
KA-15-B-3092,KAR/BID/2024/0887,vehicle_theft,False,medium
KA-44-M-6627,KAR/BEN/2024/0888,chain_snatching,True,medium
KA-34-KB-4857,KAR/UDU/2024/0890,robbery,True,medium
KA-16-A-7774,KAR/BEN/2024/0892,vehicle_theft,True,medium
KA-09-P-9340,KAR/BEN/2024/0893,chain_snatching,True,medium
KA-50-P-2884,KAR/KOP/2024/0899,vehicle_theft,False,medium
KA-49-B-2925,KAR/MAN/2024/0902,robbery,True,medium
KA-53-A-3991,KAR/BAL/2024/0909,robbery,False,medium
KA-26-B-4872,KAR/BEN/2024/0915,vehicle_theft,True,medium
KA-20-KA-3367,KAR/DAV/2024/0916,chain_snatching,True,medium
KA-44-N-3391,KAR/MAN/2024/0917,vehicle_theft,True,medium
KA-24-N-1791,KAR/MAN/2024/0919,chain_snatching,False,medium
KA-48-P-3113,KAR/SHI/2024/0921,robbery,True,medium
KA-18-KB-7905,KAR/KAL/2024/0925,robbery,True,medium
