ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
82,82,Citizen Informant #82,55,4,1,1,1
83,83,Citizen Informant #83,55,4,1,1,2
84,84,Citizen Informant #84,25,5,1,1,1
85,85,Citizen Informant #85,43,8,1,1,2
86,86,Citizen Informant #86,38,9,1,1,1
87,87,Citizen Informant #87,43,6,1,1,1
88,88,Citizen Informant #88,45,4,1,1,1
89,89,Citizen Informant #89,45,1,1,1,1
90,90,Citizen Informant #90,31,5,1,1,1
91,91,Citizen Informant #91,60,3,1,1,2
92,92,Citizen Informant #92,55,8,1,1,1
93,93,Citizen Informant #93,48,6,1,1,1
94,94,Citizen Informant #94,53,7,1,1,2
95,95,Citizen Informant #95,43,7,1,1,1
96,96,Citizen Informant #96,30,4,1,1,1
97,97,Citizen Informant #97,27,9,1,1,1
98,98,Citizen Informant #98,25,8,1,1,1
99,99,Citizen Informant #99,52,10,1,1,2
100,100,Citizen Informant #100,48,7,1,1,2
101,101,Citizen Informant #101,36,9,1,1,2
102,102,Citizen Informant #102,55,10,1,1,1
103,103,Citizen Informant #103,49,3,1,1,1
104,104,Citizen Informant #104,59,9,1,1,1
105,105,Citizen Informant #105,32,7,1,1,2
106,106,Citizen Informant #106,25,1,1,1,2
107,107,Citizen Informant #107,35,3,1,1,2
108,108,Citizen Informant #108,40,4,1,1,1
109,109,Citizen Informant #109,44,2,1,1,1
110,110,Citizen Informant #110,55,1,1,1,1
111,111,Citizen Informant #111,48,9,1,1,1
112,112,Citizen Informant #112,40,10,1,1,1
113,113,Citizen Informant #113,47,2,1,1,1
114,114,Citizen Informant #114,51,6,1,1,1
115,115,Citizen Informant #115,30,9,1,1,1
116,116,Citizen Informant #116,60,1,1,1,2
117,117,Citizen Informant #117,57,4,1,1,1
118,118,Citizen Informant #118,46,4,1,1,2
119,119,Citizen Informant #119,60,3,1,1,1
120,120,Citizen Informant #120,57,8,1,1,1
121,121,Citizen Informant #121,37,8,1,1,2
122,122,Citizen Informant #122,27,8,1,1,2
123,123,Citizen Informant #123,43,9,1,1,2
124,124,Citizen Informant #124,32,2,1,1,1
125,125,Citizen Informant #125,59,1,1,1,1
126,126,Citizen Informant #126,50,10,1,1,2
127,127,Citizen Informant #127,42,4,1,1,2
128,128,Citizen Informant #128,25,1,1,1,2
129,129,Citizen Informant #129,50,5,1,1,2
130,130,Citizen Informant #130,50,1,1,1,1
131,131,Citizen Informant #131,54,5,1,1,2
132,132,Citizen Informant #132,57,6,1,1,1
133,133,Citizen Informant #133,48,5,1,1,2
134,134,Citizen Informant #134,26,5,1,1,2
135,135,Citizen Informant #135,37,10,1,1,2
136,136,Citizen Informant #136,51,3,1,1,2
137,137,Citizen Informant #137,31,1,1,1,2
138,138,Citizen Informant #138,40,4,1,1,2
139,139,Citizen Informant #139,34,3,1,1,1
140,140,Citizen Informant #140,44,10,1,1,2
141,141,Citizen Informant #141,48,4,1,1,1
142,142,Citizen Informant #142,27,5,1,1,1
143,143,Citizen Informant #143,34,8,1,1,1
144,144,Citizen Informant #144,45,6,1,1,2
145,145,Citizen Informant #145,39,5,1,1,1
146,146,Citizen Informant #146,60,3,1,1,2
147,147,Citizen Informant #147,59,2,1,1,1
148,148,Citizen Informant #148,60,4,1,1,1
149,149,Citizen Informant #149,29,4,1,1,1
150,150,Citizen Informant #150,52,9,1,1,1
151,151,Citizen Informant #151,37,7,1,1,2
152,152,Citizen Informant #152,30,10,1,1,2
153,153,Citizen Informant #153,29,1,1,1,1
154,154,Citizen Informant #154,54,1,1,1,2
155,155,Citizen Informant #155,38,3,1,1,1
156,156,Citizen Informant #156,39,10,1,1,2
157,157,Citizen Informant #157,54,5,1,1,2
158,158,Citizen Informant #158,29,10,1,1,2
159,159,Citizen Informant #159,57,7,1,1,1
160,160,Citizen Informant #160,29,2,1,1,1
161,161,Citizen Informant #161,28,3,1,1,1
162,162,Citizen Informant #162,47,5,1,1,1
163,163,Citizen Informant #163,55,6,1,1,1
164,164,Citizen Informant #164,50,7,1,1,2
165,165,Citizen Informant #165,51,1,1,1,1
166,166,Citizen Informant #166,36,4,1,1,2
167,167,Citizen Informant #167,50,6,1,1,2
168,168,Citizen Informant #168,28,10,1,1,1
169,169,Citizen Informant #169,32,8,1,1,2
170,170,Citizen Informant #170,52,4,1,1,1
171,171,Citizen Informant #171,53,9,1,1,2
172,172,Citizen Informant #172,45,10,1,1,2
173,173,Citizen Informant #173,29,2,1,1,2
174,174,Citizen Informant #174,29,2,1,1,1
175,175,Citizen Informant #175,36,1,1,1,1
176,176,Citizen Informant #176,37,3,1,1,2
177,177,Citizen Informant #177,54,2,1,1,2
178,178,Citizen Informant #178,53,7,1,1,1
179,179,Citizen Informant #179,34,2,1,1,1
180,180,Citizen Informant #180,53,7,1,1,2
181,181,Citizen Informant #181,25,5,1,1,1
182,182,Citizen Informant #182,53,7,1,1,2
183,183,Citizen Informant #183,59,5,1,1,1
184,184,Citizen Informant #184,57,6,1,1,1
185,185,Citizen Informant #185,35,1,1,1,2
186,186,Citizen Informant #186,58,9,1,1,1
187,187,Citizen Informant #187,33,1,1,1,2
188,188,Citizen Informant #188,44,5,1,1,2
189,189,Citizen Informant #189,32,10,1,1,2
190,190,Citizen Informant #190,34,2,1,1,1
191,191,Citizen Informant #191,60,10,1,1,2
192,192,Citizen Informant #192,41,2,1,1,1
193,193,Citizen Informant #193,50,1,1,1,2
194,194,Citizen Informant #194,46,3,1,1,2
195,195,Citizen Informant #195,33,4,1,1,1
196,196,Citizen Informant #196,55,10,1,1,1
197,197,Citizen Informant #197,51,9,1,1,2
198,198,Citizen Informant #198,40,10,1,1,1
199,199,Citizen Informant #199,51,10,1,1,2
200,200,Citizen Informant #200,40,3,1,1,1
201,201,Citizen Informant #201,46,10,1,1,2
202,202,Citizen Informant #202,44,10,1,1,2
203,203,Citizen Informant #203,41,4,1,1,1
204,204,Citizen Informant #204,43,6,1,1,1
205,205,Citizen Informant #205,55,8,1,1,1
206,206,Citizen Informant #206,58,9,1,1,2
207,207,Citizen Informant #207,55,1,1,1,2
208,208,Citizen Informant #208,50,2,1,1,2
209,209,Citizen Informant #209,29,1,1,1,1
210,210,Citizen Informant #210,26,8,1,1,1
211,211,Citizen Informant #211,34,2,1,1,1
212,212,Citizen Informant #212,38,6,1,1,2
213,213,Citizen Informant #213,55,7,1,1,1
214,214,Citizen Informant #214,28,1,1,1,1
215,215,Citizen Informant #215,39,3,1,1,2
216,216,Citizen Informant #216,29,9,1,1,1
217,217,Citizen Informant #217,52,2,1,1,2
218,218,Citizen Informant #218,41,1,1,1,2
219,219,Citizen Informant #219,29,2,1,1,2
220,220,Citizen Informant #220,58,7,1,1,1
221,221,Citizen Informant #221,50,7,1,1,1
222,222,Citizen Informant #222,52,4,1,1,1
223,223,Citizen Informant #223,51,6,1,1,1
224,224,Citizen Informant #224,42,7,1,1,1
225,225,Citizen Informant #225,33,6,1,1,1
226,226,Citizen Informant #226,34,8,1,1,1
227,227,Citizen Informant #227,51,1,1,1,2
228,228,Citizen Informant #228,36,10,1,1,2
229,229,Citizen Informant #229,35,4,1,1,2
230,230,Citizen Informant #230,25,10,1,1,1
231,231,Citizen Informant #231,52,4,1,1,2
232,232,Citizen Informant #232,34,3,1,1,2
233,233,Citizen Informant #233,59,5,1,1,2
234,234,Citizen Informant #234,59,8,1,1,1
235,235,Citizen Informant #235,57,7,1,1,2
236,236,Citizen Informant #236,44,7,1,1,1
237,237,Citizen Informant #237,38,1,1,1,2
238,238,Citizen Informant #238,28,1,1,1,1
239,239,Citizen Informant #239,50,7,1,1,1
240,240,Citizen Informant #240,27,6,1,1,1
241,241,Citizen Informant #241,36,1,1,1,1
242,242,Citizen Informant #242,28,7,1,1,2
243,243,Citizen Informant #243,26,7,1,1,1
244,244,Citizen Informant #244,35,6,1,1,2
245,245,Citizen Informant #245,36,10,1,1,1
246,246,Citizen Informant #246,48,9,1,1,2
247,247,Citizen Informant #247,37,2,1,1,2
248,248,Citizen Informant #248,45,6,1,1,2
249,249,Citizen Informant #249,39,2,1,1,2
250,250,Citizen Informant #250,34,2,1,1,2
251,251,Citizen Informant #251,53,9,1,1,2
252,252,Citizen Informant #252,43,7,1,1,1
253,253,Citizen Informant #253,49,1,1,1,1
254,254,Citizen Informant #254,25,9,1,1,2
255,255,Citizen Informant #255,50,8,1,1,2
256,256,Citizen Informant #256,39,10,1,1,2
257,257,Citizen Informant #257,32,10,1,1,1
258,258,Citizen Informant #258,40,3,1,1,1
259,259,Citizen Informant #259,52,9,1,1,2
260,260,Citizen Informant #260,30,7,1,1,2
261,261,Citizen Informant #261,55,6,1,1,2
262,262,Citizen Informant #262,54,3,1,1,2
263,263,Citizen Informant #263,36,2,1,1,2
264,264,Citizen Informant #264,53,9,1,1,1
265,265,Citizen Informant #265,45,1,1,1,2
266,266,Citizen Informant #266,34,5,1,1,1
267,267,Citizen Informant #267,56,6,1,1,2
268,268,Citizen Informant #268,55,7,1,1,2
269,269,Citizen Informant #269,34,8,1,1,1
270,270,Citizen Informant #270,34,7,1,1,2
271,271,Citizen Informant #271,29,4,1,1,2
272,272,Citizen Informant #272,29,7,1,1,2
273,273,Citizen Informant #273,26,9,1,1,1
274,274,Citizen Informant #274,34,6,1,1,2
275,275,Citizen Informant #275,39,1,1,1,1
276,276,Citizen Informant #276,39,2,1,1,1
277,277,Citizen Informant #277,34,8,1,1,1
278,278,Citizen Informant #278,38,7,1,1,2
279,279,Citizen Informant #279,49,1,1,1,2
280,280,Citizen Informant #280,45,4,1,1,1
281,281,Citizen Informant #281,44,5,1,1,2
282,282,Citizen Informant #282,55,6,1,1,1
283,283,Citizen Informant #283,39,1,1,1,2
284,284,Citizen Informant #284,39,9,1,1,1
285,285,Citizen Informant #285,46,7,1,1,1
286,286,Citizen Informant #286,38,8,1,1,1
287,287,Citizen Informant #287,41,8,1,1,1
288,288,Citizen Informant #288,50,3,1,1,2
289,289,Citizen Informant #289,37,7,1,1,1
290,290,Citizen Informant #290,59,4,1,1,2
291,291,Citizen Informant #291,54,8,1,1,2
292,292,Citizen Informant #292,35,3,1,1,1
293,293,Citizen Informant #293,50,3,1,1,2
294,294,Citizen Informant #294,53,2,1,1,2
295,295,Citizen Informant #295,25,7,1,1,1
296,296,Citizen Informant #296,58,3,1,1,2
297,297,Citizen Informant #297,43,7,1,1,1
298,298,Citizen Informant #298,44,10,1,1,2
299,299,Citizen Informant #299,51,7,1,1,1
300,300,Citizen Informant #300,45,3,1,1,2
301,301,Citizen Informant #301,27,3,1,1,1
302,302,Citizen Informant #302,33,5,1,1,1
303,303,Citizen Informant #303,52,2,1,1,1
304,304,Citizen Informant #304,41,7,1,1,1
305,305,Citizen Informant #305,34,7,1,1,2
306,306,Citizen Informant #306,49,1,1,1,2
307,307,Citizen Informant #307,56,4,1,1,1
308,308,Citizen Informant #308,56,5,1,1,1
309,309,Citizen Informant #309,45,1,1,1,1
310,310,Citizen Informant #310,54,8,1,1,1
311,311,Citizen Informant #311,50,10,1,1,1
312,312,Citizen Informant #312,44,3,1,1,2
313,313,Citizen Informant #313,43,9,1,1,2
314,314,Citizen Informant #314,32,7,1,1,2
315,315,Citizen Informant #315,40,10,1,1,2
316,316,Citizen Informant #316,42,2,1,1,2
317,317,Citizen Informant #317,49,2,1,1,2
318,318,Citizen Informant #318,35,5,1,1,2
319,319,Citizen Informant #319,58,7,1,1,2
320,320,Citizen Informant #320,47,7,1,1,1
321,321,Citizen Informant #321,50,1,1,1,1
322,322,Citizen Informant #322,49,2,1,1,2
323,323,Citizen Informant #323,52,2,1,1,2
324,324,Citizen Informant #324,42,3,1,1,2
325,325,Citizen Informant #325,45,4,1,1,2
326,326,Citizen Informant #326,59,8,1,1,1
327,327,Citizen Informant #327,29,2,1,1,1
328,328,Citizen Informant #328,48,1,1,1,1
329,329,Citizen Informant #329,25,3,1,1,1
330,330,Citizen Informant #330,51,1,1,1,1
331,331,Citizen Informant #331,47,5,1,1,2
332,332,Citizen Informant #332,39,2,1,1,1
333,333,Citizen Informant #333,37,8,1,1,2
334,334,Citizen Informant #334,41,2,1,1,1
335,335,Citizen Informant #335,42,9,1,1,1
336,336,Citizen Informant #336,28,5,1,1,2
337,337,Citizen Informant #337,26,7,1,1,2
338,338,Citizen Informant #338,52,1,1,1,1
339,339,Citizen Informant #339,38,8,1,1,2
340,340,Citizen Informant #340,54,9,1,1,2
341,341,Citizen Informant #341,29,10,1,1,1
342,342,Citizen Informant #342,33,10,1,1,1
343,343,Citizen Informant #343,43,8,1,1,2
344,344,Citizen Informant #344,32,5,1,1,2
345,345,Citizen Informant #345,54,7,1,1,1
346,346,Citizen Informant #346,51,1,1,1,1
347,347,Citizen Informant #347,26,10,1,1,2
348,348,Citizen Informant #348,32,5,1,1,1
349,349,Citizen Informant #349,45,10,1,1,1
350,350,Citizen Informant #350,27,7,1,1,2
351,351,Citizen Informant #351,32,1,1,1,1
352,352,Citizen Informant #352,36,4,1,1,1
353,353,Citizen Informant #353,31,5,1,1,1
354,354,Citizen Informant #354,29,3,1,1,2
355,355,Citizen Informant #355,35,4,1,1,1
356,356,Citizen Informant #356,55,5,1,1,1
357,357,Citizen Informant #357,37,3,1,1,1
358,358,Citizen Informant #358,56,5,1,1,1
359,359,Citizen Informant #359,51,4,1,1,1
360,360,Citizen Informant #360,48,6,1,1,2
361,361,Citizen Informant #361,60,6,1,1,1
362,362,Citizen Informant #362,47,5,1,1,1
363,363,Citizen Informant #363,42,5,1,1,1
364,364,Citizen Informant #364,30,9,1,1,1
365,365,Citizen Informant #365,42,4,1,1,2
366,366,Citizen Informant #366,60,2,1,1,1
367,367,Citizen Informant #367,48,3,1,1,1
368,368,Citizen Informant #368,58,10,1,1,2
369,369,Citizen Informant #369,52,5,1,1,2
370,370,Citizen Informant #370,25,2,1,1,2
371,371,Citizen Informant #371,58,7,1,1,2
372,372,Citizen Informant #372,46,4,1,1,1
373,373,Citizen Informant #373,32,1,1,1,2
374,374,Citizen Informant #374,26,10,1,1,2
375,375,Citizen Informant #375,45,2,1,1,1
376,376,Citizen Informant #376,35,7,1,1,2
377,377,Citizen Informant #377,30,1,1,1,2
378,378,Citizen Informant #378,43,1,1,1,2
379,379,Citizen Informant #379,40,8,1,1,1
380,380,Citizen Informant #380,41,8,1,1,2
381,381,Citizen Informant #381,38,10,1,1,2
382,382,Citizen Informant #382,27,8,1,1,2
383,383,Citizen Informant #383,54,3,1,1,2
384,384,Citizen Informant #384,34,9,1,1,2
385,385,Citizen Informant #385,26,2,1,1,1
386,386,Citizen Informant #386,54,5,1,1,2
387,387,Citizen Informant #387,26,6,1,1,2
388,388,Citizen Informant #388,28,9,1,1,2
389,389,Citizen Informant #389,30,9,1,1,2
390,390,Citizen Informant #390,54,6,1,1,2
391,391,Citizen Informant #391,34,3,1,1,1
392,392,Citizen Informant #392,57,10,1,1,2
393,393,Citizen Informant #393,58,5,1,1,1
394,394,Citizen Informant #394,57,9,1,1,1
395,395,Citizen Informant #395,58,5,1,1,1
396,396,Citizen Informant #396,40,10,1,1,2
397,397,Citizen Informant #397,32,8,1,1,1
398,398,Citizen Informant #398,25,3,1,1,1
399,399,Citizen Informant #399,60,8,1,1,1
400,400,Citizen Informant #400,44,3,1,1,1
401,401,Citizen Informant #401,60,4,1,1,2
402,402,Citizen Informant #402,38,10,1,1,1
403,403,Citizen Informant #403,60,4,1,1,2
404,404,Citizen Informant #404,26,4,1,1,1
405,405,Citizen Informant #405,55,5,1,1,1
406,406,Citizen Informant #406,58,3,1,1,1
407,407,Citizen Informant #407,48,7,1,1,1
408,408,Citizen Informant #408,33,5,1,1,2
409,409,Citizen Informant #409,46,3,1,1,2
410,410,Citizen Informant #410,44,5,1,1,2
411,411,Citizen Informant #411,31,6,1,1,2
412,412,Citizen Informant #412,47,9,1,1,1
413,413,Citizen Informant #413,28,8,1,1,1
414,414,Citizen Informant #414,40,4,1,1,2
415,415,Citizen Informant #415,29,8,1,1,2
416,416,Citizen Informant #416,43,4,1,1,1
417,417,Citizen Informant #417,57,9,1,1,1
418,418,Citizen Informant #418,34,7,1,1,2
419,419,Citizen Informant #419,58,2,1,1,1
420,420,Citizen Informant #420,31,7,1,1,2
421,421,Citizen Informant #421,35,6,1,1,2
422,422,Citizen Informant #422,29,7,1,1,2
423,423,Citizen Informant #423,57,6,1,1,1
424,424,Citizen Informant #424,56,6,1,1,1
425,425,Citizen Informant #425,34,5,1,1,1
426,426,Citizen Informant #426,28,4,1,1,1
427,427,Citizen Informant #427,58,4,1,1,2
428,428,Citizen Informant #428,45,2,1,1,2
429,429,Citizen Informant #429,31,2,1,1,1
430,430,Citizen Informant #430,48,3,1,1,1
431,431,Citizen Informant #431,53,8,1,1,1
432,432,Citizen Informant #432,48,1,1,1,1
433,433,Citizen Informant #433,37,1,1,1,2
434,434,Citizen Informant #434,40,5,1,1,1
435,435,Citizen Informant #435,39,2,1,1,1
436,436,Citizen Informant #436,35,8,1,1,2
437,437,Citizen Informant #437,40,2,1,1,2
438,438,Citizen Informant #438,31,1,1,1,2
439,439,Citizen Informant #439,33,1,1,1,1
440,440,Citizen Informant #440,26,7,1,1,1
441,441,Citizen Informant #441,59,1,1,1,2
442,442,Citizen Informant #442,50,3,1,1,2
443,443,Citizen Informant #443,37,7,1,1,1
444,444,Citizen Informant #444,37,8,1,1,2
445,445,Citizen Informant #445,58,3,1,1,2
446,446,Citizen Informant #446,54,10,1,1,1
447,447,Citizen Informant #447,37,8,1,1,2
448,448,Citizen Informant #448,40,2,1,1,1
449,449,Citizen Informant #449,50,4,1,1,1
450,450,Citizen Informant #450,43,8,1,1,1
451,451,Citizen Informant #451,25,5,1,1,1
452,452,Citizen Informant #452,48,5,1,1,1
453,453,Citizen Informant #453,55,3,1,1,2
454,454,Citizen Informant #454,54,1,1,1,1
455,455,Citizen Informant #455,26,7,1,1,2
456,456,Citizen Informant #456,45,3,1,1,1
457,457,Citizen Informant #457,50,5,1,1,2
458,458,Citizen Informant #458,37,7,1,1,1
459,459,Citizen Informant #459,54,1,1,1,2
460,460,Citizen Informant #460,47,6,1,1,1
461,461,Citizen Informant #461,49,3,1,1,2
462,462,Citizen Informant #462,34,2,1,1,2
463,463,Citizen Informant #463,48,9,1,1,1
464,464,Citizen Informant #464,36,6,1,1,2
465,465,Citizen Informant #465,58,8,1,1,2
466,466,Citizen Informant #466,53,7,1,1,1
467,467,Citizen Informant #467,45,2,1,1,1
468,468,Citizen Informant #468,39,5,1,1,2
469,469,Citizen Informant #469,34,8,1,1,1
470,470,Citizen Informant #470,55,10,1,1,2
471,471,Citizen Informant #471,36,10,1,1,1
472,472,Citizen Informant #472,28,3,1,1,2
473,473,Citizen Informant #473,48,2,1,1,2
474,474,Citizen Informant #474,33,10,1,1,2
475,475,Citizen Informant #475,39,4,1,1,1
476,476,Citizen Informant #476,36,3,1,1,1
477,477,Citizen Informant #477,51,6,1,1,2
478,478,Citizen Informant #478,54,2,1,1,2
479,479,Citizen Informant #479,46,1,1,1,1
480,480,Citizen Informant #480,28,5,1,1,2
481,481,Citizen Informant #481,42,1,1,1,2
482,482,Citizen Informant #482,55,5,1,1,1
483,483,Citizen Informant #483,26,7,1,1,1
484,484,Citizen Informant #484,44,7,1,1,2
485,485,Citizen Informant #485,58,2,1,1,1
486,486,Citizen Informant #486,42,3,1,1,2
487,487,Citizen Informant #487,37,3,1,1,2
488,488,Citizen Informant #488,53,6,1,1,1
489,489,Citizen Informant #489,39,8,1,1,2
490,490,Citizen Informant #490,58,3,1,1,2
491,491,Citizen Informant #491,34,7,1,1,1
492,492,Citizen Informant #492,56,1,1,1,1
493,493,Citizen Informant #493,50,2,1,1,2
494,494,Citizen Informant #494,56,8,1,1,2
495,495,Citizen Informant #495,36,4,1,1,2
496,496,Citizen Informant #496,52,10,1,1,2
497,497,Citizen Informant #497,44,9,1,1,2
498,498,Citizen Informant #498,40,7,1,1,1
499,499,Citizen Informant #499,34,1,1,1,1
500,500,Citizen Informant #500,50,8,1,1,1
501,501,Citizen Informant #501,30,4,1,1,1
502,502,Citizen Informant #502,39,9,1,1,1
503,503,Citizen Informant #503,35,7,1,1,2
504,504,Citizen Informant #504,35,2,1,1,1
505,505,Citizen Informant #505,40,7,1,1,2
506,506,Citizen Informant #506,37,9,1,1,1
507,507,Citizen Informant #507,48,4,1,1,1
508,508,Citizen Informant #508,25,5,1,1,2
509,509,Citizen Informant #509,59,1,1,1,1
510,510,Citizen Informant #510,50,7,1,1,1
511,511,Citizen Informant #511,58,5,1,1,1
512,512,Citizen Informant #512,41,1,1,1,2
513,513,Citizen Informant #513,50,6,1,1,1
514,514,Citizen Informant #514,58,1,1,1,1
515,515,Citizen Informant #515,36,6,1,1,2
516,516,Citizen Informant #516,37,2,1,1,2
517,517,Citizen Informant #517,30,4,1,1,1
518,518,Citizen Informant #518,27,8,1,1,2
519,519,Citizen Informant #519,54,5,1,1,1
520,520,Citizen Informant #520,28,6,1,1,1
521,521,Citizen Informant #521,25,1,1,1,1
522,522,Citizen Informant #522,34,1,1,1,1
523,523,Citizen Informant #523,43,2,1,1,2
524,524,Citizen Informant #524,28,7,1,1,2
525,525,Citizen Informant #525,52,1,1,1,1
526,526,Citizen Informant #526,39,10,1,1,1
527,527,Citizen Informant #527,34,10,1,1,1
528,528,Citizen Informant #528,28,4,1,1,2
529,529,Citizen Informant #529,54,3,1,1,2
530,530,Citizen Informant #530,26,8,1,1,1
531,531,Citizen Informant #531,42,3,1,1,2
532,532,Citizen Informant #532,48,4,1,1,1
533,533,Citizen Informant #533,29,5,1,1,2
534,534,Citizen Informant #534,45,2,1,1,2
535,535,Citizen Informant #535,33,6,1,1,2
536,536,Citizen Informant #536,45,1,1,1,2
537,537,Citizen Informant #537,53,7,1,1,1
538,538,Citizen Informant #538,52,3,1,1,2
539,539,Citizen Informant #539,35,5,1,1,2
540,540,Citizen Informant #540,34,1,1,1,2
541,541,Citizen Informant #541,55,1,1,1,1
542,542,Citizen Informant #542,33,5,1,1,2
543,543,Citizen Informant #543,48,1,1,1,2
544,544,Citizen Informant #544,56,9,1,1,1
545,545,Citizen Informant #545,43,8,1,1,2
546,546,Citizen Informant #546,45,3,1,1,1
547,547,Citizen Informant #547,56,4,1,1,2
548,548,Citizen Informant #548,58,4,1,1,2
549,549,Citizen Informant #549,36,1,1,1,2
550,550,Citizen Informant #550,59,5,1,1,1
551,551,Citizen Informant #551,52,2,1,1,1
552,552,Citizen Informant #552,49,9,1,1,1
553,553,Citizen Informant #553,58,2,1,1,2
554,554,Citizen Informant #554,57,8,1,1,2
555,555,Citizen Informant #555,54,6,1,1,1
556,556,Citizen Informant #556,48,8,1,1,1
557,557,Citizen Informant #557,60,7,1,1,2
558,558,Citizen Informant #558,49,7,1,1,1
559,559,Citizen Informant #559,57,4,1,1,1
560,560,Citizen Informant #560,39,4,1,1,2
561,561,Citizen Informant #561,53,9,1,1,1
562,562,Citizen Informant #562,59,10,1,1,2
563,563,Citizen Informant #563,54,7,1,1,1
564,564,Citizen Informant #564,27,6,1,1,2
565,565,Citizen Informant #565,38,8,1,1,1
566,566,Citizen Informant #566,47,1,1,1,1
567,567,Citizen Informant #567,30,2,1,1,1
568,568,Citizen Informant #568,49,5,1,1,1
569,569,Citizen Informant #569,55,3,1,1,1
570,570,Citizen Informant #570,33,5,1,1,1
571,571,Citizen Informant #571,58,7,1,1,1
572,572,Citizen Informant #572,36,8,1,1,1
573,573,Citizen Informant #573,27,4,1,1,2
574,574,Citizen Informant #574,54,10,1,1,2
575,575,Citizen Informant #575,55,5,1,1,2
576,576,Citizen Informant #576,49,6,1,1,1
577,577,Citizen Informant #577,59,6,1,1,2
578,578,Citizen Informant #578,46,9,1,1,1
579,579,Citizen Informant #579,56,1,1,1,1
